time,x,y,theta,vx,vy,w,Uv,Uw,xg,yg,goalID,goalType,collisionTagID,reward,safetyViolated,U_constraint,rayAngle_0,rayDistance_0,rayTag_0,rayAngle_1,rayDistance_1,rayTag_1,rayAngle_2,rayDistance_2,rayTag_2,rayAngle_3,rayDistance_3,rayTag_3,rayAngle_4,rayDistance_4,rayTag_4,rayAngle_5,rayDistance_5,rayTag_5,rayAngle_6,rayDistance_6,rayTag_6,rayAngle_7,rayDistance_7,rayTag_7,rayAngle_8,rayDistance_8,rayTag_8,rayAngle_9,rayDistance_9,rayTag_9,rayAngle_10,rayDistance_10,rayTag_10,rayAngle_11,rayDistance_11,rayTag_11,rayAngle_12,rayDistance_12,rayTag_12,rayAngle_13,rayDistance_13,rayTag_13,rayAngle_14,rayDistance_14,rayTag_14,rayAngle_15,rayDistance_15,rayTag_15,rayAngle_16,rayDistance_16,rayTag_16,rayAngle_17,rayDistance_17,rayTag_17,rayAngle_18,rayDistance_18,rayTag_18,rayAngle_19,rayDistance_19,rayTag_19,rayAngle_20,rayDistance_20,rayTag_20,rayAngle_21,rayDistance_21,rayTag_21,rayAngle_22,rayDistance_22,rayTag_22,rayAngle_23,rayDistance_23,rayTag_23,rayAngle_24,rayDistance_24,rayTag_24,rayAngle_25,rayDistance_25,rayTag_25,rayAngle_26,rayDistance_26,rayTag_26,rayAngle_27,rayDistance_27,rayTag_27,rayAngle_28,rayDistance_28,rayTag_28,rayAngle_29,rayDistance_29,rayTag_29,rayAngle_30,rayDistance_30,rayTag_30,rayAngle_31,rayDistance_31,rayTag_31,rayAngle_32,rayDistance_32,rayTag_32,rayAngle_33,rayDistance_33,rayTag_33,rayAngle_34,rayDistance_34,rayTag_34,rayAngle_35,rayDistance_35,rayTag_35,rayAngle_36,rayDistance_36,rayTag_36
5.759998,32.6978,1.825888,2.919143,0.2483184,0.05616799,-1.333876,-0.5240854,-0.9106134,5,13,0,0,0,-0.001998002,0,1.434699,5.464154E-06,4.999998,0,-5,4.999997,0,5.000007,4.999998,0,-9.999996,4.999998,0,10.00001,4.999998,0,-15,4.999998,0,15.00001,4.177127,1,-20,4.999998,0,20.00001,3.595137,1,-25,4.999999,0,25.00001,3.17671,1,-29.99999,4.999998,0,30.00002,2.865059,1,-35,4.999997,0,35.00002,2.627303,1,-40,4.999999,0,40.00001,2.443153,1,-45,4.999999,0,45.00001,2.299481,1,-50,4.999998,0,50.00002,2.18749,1,-55,4.999999,0,55.00002,2.101151,1,-60,4.999998,0,60.00002,2.036278,1,-64.99999,4.999999,0,65.00001,1.989981,1,-69.99998,4.999998,0,69.99999,1.96033,1,-74.99999,4.999999,0,74.99998,1.946144,1,-79.99998,4.999999,0,80.00001,1.946872,1,-85,4.999999,0,85.00002,1.962543,1,-90,4.999999,0,90,1.993764,1
5.779998,32.70277,1.827011,2.892465,0.246732,0.06277176,-1.333875,-0.5240854,-0.9106134,5,13,0,0,0,-0.001998002,0,1.434699,8.196226E-06,5,0,-4.999999,5.000001,0,5.000008,5.000002,0,-9.999995,5.000001,0,10.00001,4.733062,1,-15,5.000003,0,15.00001,3.979177,1,-20,5.000002,0,20.00001,3.455137,1,-25,5.000001,0,25.00001,3.073732,1,-29.99999,5.000002,0,30.00002,2.787265,1,-34.99998,5.000003,0,35.00001,2.567518,1,-40,5.000003,0,40.00001,2.396796,1,-45,5.000003,0,45.00001,2.263514,1,-50,5.000002,0,50,2.159847,1,-55.00001,5.000002,0,55.00002,2.080399,1,-60,5.000002,0,60,2.021427,1,-64.99999,5.000002,0,65,1.980362,1,-70,5.000001,0,70.00002,1.95552,1,-74.99999,5.000003,0,74.99999,1.945918,1,-80.00001,5.000002,0,80.00001,1.951188,1,-85,5.000002,0,84.99999,1.971532,1,-89.99999,5.000003,0,89.99999,2.007746,1
5.799998,32.70771,1.828267,2.865788,0.2449698,0.06933083,-1.333875,-0.5240854,-0.9106134,5,13,0,0,0,-0.001998002,0,1.434699,2.732076E-06,5,0,-5.000002,5.000001,0,5.000005,5,0,-9.999998,4.999999,0,10.00001,4.473127,1,-15,4.999999,0,15.00001,3.802174,1,-20,5,0,20.00001,3.328276,1,-25,5,0,25.00002,2.979582,1,-30,5,0,30.00003,2.715729,1,-35.00001,4.999998,0,35.00001,2.512372,1,-40,5,0,40.00001,2.354015,1,-45,5.000001,0,45.00001,2.230407,1,-50,4.999999,0,50,2.134565,1,-54.99999,5,0,55.00002,2.061665,1,-60.00001,4.999999,0,60.00001,2.008361,1,-64.99999,4.999999,0,64.99999,1.972376,1,-70.00001,4.999999,0,69.99998,1.952254,1,-75.00001,4.999999,0,75.00001,1.947209,1,-79.99999,5.000001,0,80.00002,1.957045,1,-85,5.000001,0,85.00001,1.982143,1,-89.99999,5,0,90.00003,2.023493,1
5.819998,32.71261,1.829654,2.83911,0.2430332,0.07584055,-1.333875,-0.5240854,-0.9106134,5,13,0,0,0,-0.001998002,0,1.434699,5.464151E-06,5,0,-5.000001,5.000001,0,5,5.000001,0,-9.999999,5,0,10,4.24369,1,-15,4.999999,0,15.00002,3.643177,1,-20,5,0,20,3.212972,1,-25,5,0,25.00001,2.893331,1,-30,5,0,30.00002,2.649877,1,-35,5,0,35.00002,2.461493,1,-39.99999,5.000001,0,40.00002,2.314562,1,-45,5,0,45.00002,2.199984,1,-50,5.000001,0,50.00001,2.111527,1,-55,5,0,55.00001,2.04487,1,-60,5.000001,0,60.00001,1.997026,1,-64.99999,5.000001,0,65.00002,1.96599,1,-70,5.000001,0,69.99998,1.95052,1,-74.99999,5,0,75.00003,1.950019,1,-80,5,0,80.00001,1.964463,1,-85.00001,5,0,84.99998,1.994416,1,-90,5.000001,0,90.00002,2.04107,1
5.839998,32.71747,1.831172,2.812433,0.2409239,0.08229633,-1.333875,0.5582203,0.9844654,5,13,0,0,0,-0.001998002,0,1.542686,2.732075E-06,5.000001,0,-5.000003,5.000002,0,5.000004,4.820635,1,-9.999999,5,0,10.00001,4.039924,1,-15,5.000001,0,15.00001,3.499765,1,-20,5,0,20.00001,3.107879,1,-24.99999,5.000002,0,25.00002,2.814178,1,-30,5.000001,0,30.00002,2.5892,1,-35,5.000001,0,35.00002,2.414546,1,-40,5.000001,0,40.00001,2.278208,1,-45,5.000001,0,45.00003,2.172092,1,-50.00001,5,0,50.00002,2.090624,1,-55,5.000001,0,55.00002,2.029937,1,-60,5.000001,0,60.00001,1.987372,1,-64.99999,5.000001,0,65.00001,1.961174,1,-70.00001,5.000001,0,70.00002,1.950309,1,-75,5.000001,0,75,1.954354,1,-80,5.000001,0,80,1.973468,1,-85,5,0,85.00001,2.008394,1,-90,5.000001,0,90.00001,2.060544,1
5.859998,32.7127,1.829541,2.839255,-0.2407523,-0.07509053,1.341112,0.5582203,0.9844654,5,13,0,0,0,-0.001998002,0,1.542686,5.464151E-06,5,0,-5,5.000001,0,5.000003,5.000002,0,-10,5.000001,0,10.00001,4.244631,1,-15,5,0,15.00001,3.643797,1,-20,5,0,20,3.213395,1,-24.99999,5.000002,0,25.00001,2.893622,1,-30,5.000001,0,30.00001,2.650076,1,-35,5.000001,0,35.00001,2.461625,1,-40,5,0,40.00002,2.314642,1,-45,5,0,45.00002,2.200023,1,-50,5,0,50.00001,2.111532,1,-55.00001,5.000001,0,55.00002,2.044845,1,-60,5.000001,0,60.00001,1.996974,1,-65,5.000001,0,65.00002,1.965913,1,-70,5,0,70.00002,1.95042,1,-74.99998,5.000001,0,75.00001,1.949893,1,-80,5.000001,0,80.00002,1.964312,1,-85.00001,5,0,85.00001,1.994236,1,-90,5.000001,0,90.00002,2.040859,1
5.879998,32.70788,1.828038,2.866077,-0.2426796,-0.06860679,1.341111,0.5582203,0.9844654,5,13,0,0,0,-0.001998002,0,1.542686,5.464151E-06,5,0,-5,5.000001,0,5.00001,5,0,-9.999997,5,0,10.00001,4.47528,1,-15,5,0,15.00001,3.803576,1,-20,5,0,20,3.329222,1,-25,5.000001,0,25.00002,2.980231,1,-30,5,0,30.00002,2.716175,1,-35,5,0,35.00002,2.512671,1,-40,5,0,40.00001,2.354202,1,-44.99999,5.000002,0,45.00002,2.230505,1,-50.00001,5,0,50,2.134592,1,-55,5.000001,0,55.00002,2.061631,1,-60.00001,5,0,60,2.008272,1,-64.99999,5.000001,0,65,1.972237,1,-70,5,0,70.00001,1.952066,1,-75.00001,5,0,74.99998,1.946972,1,-80.00001,5,0,80.00001,1.956757,1,-84.99998,5.000001,0,85,1.9818,1,-89.99999,5.000001,0,90,2.023089,1
5.899998,32.70302,1.826666,2.892899,-0.2444322,-0.06207368,1.341111,0.5582203,0.9844654,5,13,0,0,0,-0.001998002,0,1.542686,5.464153E-06,4.999999,0,-4.999999,5,0,5.000005,5,0,-9.999999,4.999999,0,10.00001,4.736781,1,-15,4.999999,0,15.00001,3.981553,1,-20,4.999998,0,20.00001,3.456724,1,-25,4.999999,0,25.00001,3.074818,1,-30,4.999998,0,30.00002,2.788011,1,-34.99999,5,0,35.00001,2.568022,1,-39.99999,5,0,40.00001,2.397118,1,-45,4.999999,0,45.00001,2.263696,1,-49.99999,5,0,50.00001,2.159914,1,-55.00001,5,0,55.00002,2.08037,1,-60,4.999999,0,60.00001,2.021315,1,-65.00001,5,0,65,1.980173,1,-70,4.999999,0,70.00002,1.955257,1,-75,4.999999,0,75,1.945583,1,-80,4.999999,0,79.99998,1.950778,1,-85.00001,4.999999,0,85.00002,1.971042,1,-90,5,0,90.00002,2.007167,1
5.919998,32.69813,1.825424,2.919722,-0.246009,-0.05549591,1.341111,0.5582203,0.9844654,5,13,0,0,0,-0.001998002,0,1.542686,5.464152E-06,4.999999,0,-5,4.999999,0,5.000001,5,0,-9.999996,4.999998,0,10.00001,4.999999,0,-15,4.999999,0,15.00001,4.180732,1,-20,4.999999,0,20,3.597519,1,-24.99999,5,0,25,3.17833,1,-29.99999,5,0,30.00001,2.866172,1,-35,4.999998,0,35.00001,2.62806,1,-40,5,0,40.00001,2.443647,1,-45,5,0,45.00001,2.299773,1,-50,5,0,50.00001,2.187622,1,-55.00001,5,0,55.00002,2.101148,1,-60,4.999999,0,60.00001,2.036159,1,-64.99999,5,0,65.00002,1.989757,1,-69.99999,4.999999,0,70.00003,1.960007,1,-74.99999,5,0,75,1.945725,1,-79.99998,5,0,80.00001,1.946354,1,-84.99998,5,0,85.00002,1.96192,1,-89.99999,5,0,90.00001,1.993028,1
5.939998,32.69321,1.824314,2.946544,-0.2474089,-0.04887824,1.341111,-0.234368,-0.2644583,5,13,0,0,0,-0.001998002,0,0.4988263,4.098114E-06,4.999999,0,-4.999998,4.999998,0,5.00001,4.999998,0,-9.999995,5,0,10.00001,4.999999,0,-15,4.999998,0,15.00001,4.404822,1,-20,4.999999,0,20.00001,3.753545,1,-25,4.999999,0,25.00001,3.291875,1,-30,4.999999,0,30.00002,2.951335,1,-35.00001,4.999998,0,35.00001,2.693223,1,-40,4.999999,0,40.00001,2.494081,1,-45,4.999999,0,45.00002,2.338937,1,-49.99999,4.999999,0,50.00001,2.217855,1,-55.00001,5,0,55.00001,2.124061,1,-60,4.999999,0,60.00001,2.052869,1,-64.99998,5,0,65.00002,2.001029,1,-69.99998,4.999998,0,70,1.966339,1,-75,4.999999,0,75.00002,1.9474,1,-79.99999,4.999999,0,80.00002,1.943473,1,-84.99999,4.999999,0,85,1.954405,1,-90,5,0,90.00002,1.98062,1
5.959998,32.69641,1.824947,2.935428,0.1599312,0.03344733,-0.555775,-0.234368,-0.2644583,5,13,0,0,0,-0.001998002,0,0.4988263,2.732077E-06,4.999999,0,-5.000001,4.999999,0,5.000002,5,0,-9.999997,4.999999,0,10.00001,4.999999,0,-15,4.999998,0,15.00001,4.30908,1,-20,4.999999,0,20.00001,3.687257,1,-25,4.999999,0,25.00001,3.24384,1,-30,4.999998,0,30.00002,2.915428,1,-35,4.999999,0,35.00002,2.665825,1,-40,5,0,40.00001,2.472928,1,-45,4.999999,0,45,2.322545,1,-49.99999,5,0,50.00001,2.205225,1,-55,5,0,55.00002,2.114506,1,-60,4.999999,0,60.00001,2.045912,1,-65.00001,4.999998,0,64.99999,1.996344,1,-69.99999,4.999999,0,70,1.963713,1,-74.99999,5,0,75.00002,1.946709,1,-80,4.999999,0,80,1.94467,1,-85.00001,4.999999,0,85.00001,1.957517,1,-90,4.999999,0,90.00002,1.985749,1
5.979998,32.69962,1.825616,2.924313,0.1595496,0.03522296,-0.555775,-0.234368,-0.2644583,5,13,0,0,0,-0.001998002,0,0.4988263,5.46415E-06,5.000001,0,-4.999998,5.000001,0,5.000009,5.000001,0,-9.999997,5.000001,0,10,5.000002,0,-15,5.000002,0,15.00001,4.21806,1,-20,5.000001,0,20.00001,3.623817,1,-25,5.000002,0,25,3.197666,1,-30,5.000001,0,30.00003,2.880812,1,-35,5.000002,0,35.00002,2.639369,1,-40,5.000002,0,40.00001,2.452489,1,-45,5.000002,0,45.00002,2.306717,1,-50,5.000002,0,50.00002,2.193056,1,-55,5.000002,0,55.00002,2.10534,1,-59.99999,5.000001,0,60,2.039296,1,-65,5.000002,0,65.00002,1.991967,1,-69.99999,5.000001,0,70,1.961374,1,-75,5.000002,0,75.00002,1.946295,1,-80,5.000002,0,79.99999,1.946144,1,-85,5.000002,0,84.99998,1.960916,1,-90,5.000002,0,90.00002,1.991185,1
5.999998,32.70281,1.82632,2.913197,0.1591482,0.03699422,-0.555775,-0.234368,-0.2644583,5,13,0,0,0,-0.001998002,0,0.4988263,2.732077E-06,4.999999,0,-4.999999,4.999997,0,5.000002,5,0,-9.999996,4.999998,0,10.00001,4.960473,1,-15,4.999999,0,15,4.131436,1,-20,5,0,20.00001,3.563062,1,-25,4.999999,0,25.00001,3.153257,1,-29.99999,5,0,30.00002,2.847431,1,-35,4.999999,0,35,2.613817,1,-40,4.999999,0,40.00001,2.43274,1,-44.99999,5,0,45.00001,2.291436,1,-49.99999,5,0,50.00002,2.181336,1,-55,4.999998,0,55.00001,2.096556,1,-60.00001,4.999999,0,60.00001,2.033013,1,-65.00001,4.999999,0,65.00001,1.987892,1,-69.99999,4.999998,0,69.99998,1.959319,1,-75,5,0,75.00001,1.946156,1,-79.99998,4.999999,0,79.99998,1.947895,1,-84.99999,5,0,85,1.964603,1,-90,5,0,90.00002,1.996929,1
6.019998,32.70599,1.82706,2.902082,0.1587272,0.0387609,-0.555775,-0.234368,-0.2644583,5,13,0,0,0,-0.001998002,0,0.4988263,2.732076E-06,4.999999,0,-5.000002,5,0,5.000001,5.000001,0,-9.999997,4.999999,0,10,4.836537,1,-15,4.999999,0,15.00001,4.048921,1,-20.00001,5,0,20.00001,3.504842,1,-24.99999,5.000001,0,25.00001,3.110533,1,-30,5,0,30.00002,2.815232,1,-34.99999,5,0,35.00001,2.589137,1,-40,5,0,40.00001,2.413661,1,-45,5,0,45.00001,2.276688,1,-50,5,0,50.00002,2.170055,1,-55,5,0,55.00002,2.088145,1,-60,5,0,60.00002,2.02706,1,-64.99999,5,0,65,1.984118,1,-70,5,0,69.99999,1.957546,1,-75.00001,5,0,74.99998,1.946294,1,-79.99999,5,0,80.00001,1.949926,1,-84.99999,5.000001,0,85.00001,1.968581,1,-89.99999,5,0,90.00001,2.002987,1
6.039998,32.70916,1.827836,2.890967,0.1582865,0.0405228,-0.555775,0.5333263,-0.9554855,5,13,0,0,0,-0.001998002,0,1.488812,5.464154E-06,4.999998,0,-5,5,0,5.000007,5,0,-9.999999,5,0,10.00001,4.719385,1,-15,5,0,15,3.970251,1,-20,4.999999,0,20,3.449018,1,-24.99999,5,0,25.00001,3.069411,1,-30,5,0,30.00002,2.784168,1,-35,5,0,35.00001,2.565297,1,-40,5,0,40.00001,2.39523,1,-45,5,0,45.00002,2.262458,1,-50,5,0,50,2.159204,1,-54.99999,5,0,55.00002,2.080102,1,-60,5,0,60,2.021432,1,-65.00001,5,0,64.99999,1.980641,1,-70,5,0,70.00002,1.956056,1,-75,5,0,75.00002,1.946707,1,-79.99998,5.000001,0,80.00001,1.952235,1,-84.99999,5,0,85.00001,1.972852,1,-89.99998,5,0,90.00002,2.009364,1
6.059998,32.70432,1.826597,2.863992,-0.240104,-0.06841972,-1.348733,0.5333263,-0.9554855,5,13,0,0,0,-0.001998002,0,1.488812,5.464152E-06,4.999999,0,-5.000003,5,0,5.000002,5,0,-10,4.999999,0,10.00001,4.452754,1,-15,4.999999,0,15.00001,3.787509,1,-20,4.999999,0,20,3.317167,1,-25,4.999999,0,25.00001,2.970849,1,-29.99999,4.999999,0,30.00002,2.708673,1,-35,5,0,35,2.50655,1,-39.99999,4.999999,0,40,2.349132,1,-45,4.999998,0,45.00001,2.226261,1,-49.99999,5,0,50.00002,2.131017,1,-55,5,0,55.00002,2.058613,1,-59.99999,5,0,60,2.00573,1,-65,5,0,65.00001,1.970114,1,-70.00001,4.999998,0,69.99998,1.950325,1,-74.99999,4.999999,0,75.00002,1.94559,1,-80,4.999998,0,79.99998,1.955725,1,-84.99999,5,0,85.00002,1.981124,1,-89.99999,4.999999,0,90.00001,2.022788,1
6.079998,32.69952,1.825228,2.837017,-0.2381712,-0.07487075,-1.348733,0.5333263,-0.9554855,5,13,0,0,0,-0.001998002,0,1.488812,2.732076E-06,4.999999,0,-5.000001,4.999998,0,5.000005,5,0,-9.999997,4.999998,0,10.00001,4.216977,1,-15,5,0,15.00001,3.622927,1,-20,5,0,20.00001,3.196904,1,-25,5,0,25.00001,2.880147,1,-29.99999,5,0,30.00001,2.638771,1,-35,5,0,35.00002,2.451944,1,-39.99999,5,0,40.00002,2.306213,1,-45,5,0,45.00002,2.192585,1,-50,5,0,50.00002,2.104895,1,-54.99999,5,0,55.00002,2.038869,1,-60,5,0,60.00001,1.991555,1,-65,5,0,64.99999,1.960975,1,-70,4.999999,0,70,1.945904,1,-75.00001,5,0,75.00002,1.945758,1,-79.99999,4.999999,0,80.00002,1.960532,1,-84.99999,5,0,85.00001,1.990799,1,-89.99998,5,0,90.00002,2.037768,1
6.099998,32.69476,1.82373,2.810042,-0.2360652,-0.08126733,-1.348733,0.5333263,-0.9554855,5,13,0,0,0,-0.001998002,0,1.488812,8.196232E-06,4.999997,0,-5.000003,4.999999,0,5.000007,4.776435,1,-9.999996,4.999998,0,10,4.007137,1,-15,4.999999,0,15.00001,3.474041,1,-20,4.999999,0,20,3.086869,1,-25,5,0,25.00003,2.796489,1,-30,4.999999,0,30.00003,2.57395,1,-35,4.999999,0,35.00002,2.401145,1,-40,4.999999,0,40.00003,2.266246,1,-45,5,0,45,2.161272,1,-50,5,0,50.00001,2.080728,1,-55,4.999999,0,55.00002,2.020797,1,-60,4.999999,0,60.00001,1.978861,1,-64.99998,5,0,64.99998,1.953192,1,-70.00001,4.999999,0,69.99999,1.942778,1,-75,4.999999,0,75.00002,1.947215,1,-80.00001,4.999999,0,80,1.966674,1,-85.00001,4.999998,0,85.00002,2.001915,1,-90,4.999999,0,90.00002,2.054363,1
6.119998,32.69003,1.822104,2.783068,-0.2337874,-0.08760476,-1.348733,0.5333263,-0.9554855,5,13,0,0,0,-0.001998002,0,1.488812,2.732077E-06,4.999999,0,-4.999996,4.999997,0,5.000006,4.501344,1,-9.999997,4.999998,0,10.00001,3.819304,1,-15,4.999999,0,15.00002,3.33882,1,-20,4.999999,0,20.00001,2.985907,1,-25,4.999998,0,25.00001,2.719183,1,-29.99999,4.999999,0,30.00001,2.513765,1,-35,4.999998,0,35.00002,2.35386,1,-40,5,0,40.00003,2.229032,1,-44.99999,5,0,45.00002,2.132186,1,-49.99999,5,0,50.00001,2.058419,1,-55,5,0,55.00002,2.004329,1,-60,4.999999,0,60.00001,1.967601,1,-65,4.999999,0,64.99998,1.946744,1,-70,4.999998,0,70,1.940941,1,-74.99998,5,0,75.00002,1.949969,1,-80,4.999998,0,80.00002,1.974176,1,-84.99999,4.999999,0,85.00002,2.014516,1,-90,5,0,90.00001,2.072642,1
6.139997,32.68536,1.820351,2.756093,-0.2313396,-0.09387848,-1.348733,-0.8965745,-0.8367625,5,13,0,0,0,-0.001998002,0,1.733337,0,5,0,-4.999998,4.999998,0,5.000005,4.258478,1,-9.999996,4.999999,0,10.00001,3.65032,1,-15,4.999998,0,15,3.215575,1,-20,4.999997,0,20,2.893038,1,-24.99999,5.000001,0,25.00001,2.647619,1,-29.99999,5,0,30.00002,2.457824,1,-35,5,0,35.00002,2.309824,1,-40,5.000001,0,40.00003,2.194388,1,-45,4.999999,0,45.00002,2.1052,1,-50,4.999999,0,50,2.037883,1,-55,4.999999,0,55.00002,1.989408,1,-60,4.999999,0,60,1.95774,1,-64.99999,5,0,64.99998,1.941609,1,-70,4.999998,0,70,1.940389,1,-75.00001,4.999999,0,74.99999,1.954032,1,-79.99999,4.999998,0,80.00002,1.983068,1,-85.00001,4.999999,0,84.99999,2.028652,1,-89.99999,5,0,90.00002,2.092682,1
6.159997,32.69204,1.823063,2.735803,0.3312747,0.1423272,-1.014521,-0.8965745,-0.8367625,5,13,0,0,0,-0.001998002,0,1.733337,8.196229E-06,4.919161,1,-5,4.999999,0,5.000005,4.102533,1,-9.999998,4.999999,0,10.00001,3.541555,1,-15,5,0,15.00001,3.136536,1,-20,5,0,20,2.834004,1,-25,5,0,25.00002,2.602764,1,-30,5,0,30.00002,2.423466,1,-35,4.999999,0,35,2.283539,1,-40.00001,4.999999,0,40.00002,2.174533,1,-45,5,0,45.00002,2.090647,1,-49.99999,5,0,50.00001,2.027852,1,-55.00001,4.999999,0,55,1.983373,1,-60,5,0,60.00002,1.955367,1,-65,5,0,65.00001,1.94272,1,-69.99999,5,0,70.00002,1.944942,1,-74.99998,5,0,75.00001,1.962119,1,-79.99999,4.999999,0,80.00002,1.994921,1,-85.00001,5,0,84.99999,2.044663,1,-89.99999,5.000001,0,90.00001,2.113445,1
6.179997,32.69867,1.82591,2.715512,0.3283186,0.1490191,-1.014521,-0.8965745,-0.8367625,5,13,0,0,0,-0.001998002,0,1.733337,5.464154E-06,4.705147,1,-5.000001,4.999998,0,5.000008,3.959841,1,-9.999999,4.999998,0,10,3.440973,1,-15,4.999997,0,15,3.062937,1,-20,4.999997,0,20.00002,2.778798,1,-25,5,0,25.00002,2.560736,1,-30,4.999997,0,30.00002,2.391283,1,-34.99999,4.999999,0,35.00001,2.258989,1,-39.99999,5,0,40.00001,2.156116,1,-45,4.999998,0,45.00001,2.077324,1,-50,4.999998,0,50.00001,2.018912,1,-55.00001,4.999997,0,55.00001,1.97834,1,-60,4.999998,0,59.99999,1.953944,1,-65,4.999998,0,65.00001,1.944763,1,-69.99999,4.999998,0,70.00002,1.950442,1,-75.00001,4.999998,0,74.99999,1.9712,1,-80,4.999999,0,79.99999,2.007851,1,-85,4.999999,0,85,2.061879,1,-89.99999,4.999999,0,90.00001,2.135599,1
6.199997,32.70523,1.828891,2.695222,0.3252277,0.1556497,-1.014521,-0.8965745,-0.8367625,5,13,0,0,0,-0.001998002,0,1.733337,5.464152E-06,4.511616,1,-5.000002,5,0,5.000011,3.828902,1,-10,5,0,10.00001,3.347782,1,-15,4.999999,0,15,2.994321,1,-20,5,0,20.00001,2.727143,1,-25,5.000001,0,25.00002,2.521354,1,-30,5,0,30.00001,2.361154,1,-35,5,0,35.00001,2.236096,1,-40,5.000001,0,40.00001,2.13908,1,-45,5,0,45,2.065195,1,-49.99999,5,0,50.00001,2.011039,1,-55,4.999999,0,55.00001,1.974292,1,-60,5,0,60.00003,1.953464,1,-64.99999,5,0,64.99998,1.94774,1,-69.99999,5,0,69.99998,1.956899,1,-74.99999,5.000001,0,74.99999,1.981294,1,-80,4.999999,0,79.99999,2.021887,1,-85.00001,5,0,85.00001,2.080343,1,-90,5,0,90,2.159201,1
6.219997,32.71174,1.832005,2.674932,0.3220028,0.1622162,-1.014521,-0.8965745,-0.8367625,5,13,0,0,0,-0.001998002,0,1.733337,0,4.335907,1,-5.000003,4.999999,0,5.000005,3.708436,1,-9.999996,4.999999,0,10.00001,3.261298,1,-14.99999,4.999998,0,15.00001,2.930286,1,-20.00001,5,0,20,2.678784,1,-25,4.999999,0,25.00001,2.484455,1,-30,5.000001,0,30.00001,2.332969,1,-35,4.999998,0,35.00002,2.21478,1,-39.99999,5,0,40.00001,2.123371,1,-45,5,0,45.00001,2.054222,1,-50,5,0,50.00002,2.004207,1,-55,5,0,55.00001,1.971215,1,-60,5,0,60,1.953921,1,-65,5,0,65.00002,1.951653,1,-70.00001,4.999999,0,70.00002,1.964321,1,-75,4.999999,0,74.99999,1.992419,1,-79.99998,5,0,80.00002,2.03706,1,-85.00001,4.999999,0,85.00001,2.100095,1,-90,5,0,90,2.184312,1
6.239997,32.71818,1.83525,2.654641,0.3186452,0.1687159,-1.014521,-0.1164382,-0.6392021,5,13,0,0,0,-0.001998002,0,0.7556403,5.464153E-06,4.175802,1,-5.000002,5,0,5.000005,3.597344,1,-9.999995,4.999999,0,10.00001,3.180912,1,-15,4.999998,0,15.00001,2.870471,1,-20,5,0,20.00001,2.633497,1,-25,5,0,25.00003,2.449889,1,-30,4.999999,0,30.00002,2.306626,1,-35,5,0,35,2.194975,1,-40,4.999999,0,40.00002,2.108943,1,-45,4.999998,0,45.00002,2.044372,1,-49.99999,5,0,50,1.998396,1,-55,5,0,55.00003,1.969098,1,-59.99999,5,0,60.00002,1.955313,1,-64.99999,5,0,64.99998,1.956506,1,-69.99999,4.999999,0,70.00002,1.972724,1,-74.99999,5,0,75.00003,2.004596,1,-79.99998,5,0,79.99998,2.053399,1,-84.99999,5,0,84.99999,2.121184,1,-90,5,0,90.00002,2.211,1
6.259997,32.71962,1.83601,2.627775,0.07067271,0.0398864,-1.343321,-0.1164382,-0.6392021,5,13,0,0,0,-0.001998002,0,0.7556403,5.464152E-06,3.977083,1,-4.999999,4.72468,1,5.000011,3.456465,1,-9.999993,4.999999,0,10.00002,3.077079,1,-15,5,0,15.00001,2.791888,1,-20,5,0,20,2.572998,1,-25,5,0,25.00001,2.402892,1,-29.99999,5,0,30.00001,2.27009,1,-34.99999,5.000001,0,35.00001,2.166825,1,-40,5,0,40.00001,2.087744,1,-44.99999,5.000001,0,45.00002,2.029131,1,-50,4.999999,0,50,1.98844,1,-55.00001,5,0,55.00001,1.964002,1,-60.00001,5,0,60.00003,1.954854,1,-65,5,0,65.00002,1.960643,1,-70.00002,4.999999,0,69.99998,1.981593,1,-74.99999,5.000001,0,74.99998,2.018523,1,-79.99999,5,0,80.00002,2.072932,1,-84.99999,5,0,85,2.147149,1,-90,5,0,90.00002,2.244596,1
6.279997,32.72103,1.836808,2.600909,0.06957573,0.04177052,-1.343321,-0.1164382,-0.6392021,5,13,0,0,0,-0.001998002,0,0.7556403,0,3.799244,1,-5.000001,4.464328,1,5.000001,3.328677,1,-9.999993,4.999998,0,10.00001,2.982025,1,-15,4.999997,0,15.00001,2.719511,1,-20,5,0,20,2.517082,1,-25,5,0,25,2.359414,1,-30,4.999998,0,30.00001,2.236351,1,-35,4.999998,0,35.00002,2.140975,1,-40,4.999998,0,40.00001,2.068501,1,-45,4.999998,0,45.00002,2.01561,1,-49.99999,5,0,50,1.980049,1,-55,4.999999,0,54.99999,1.960383,1,-60,4.999999,0,60.00002,1.955843,1,-65,5,0,64.99998,1.966254,1,-70,4.999998,0,70,1.992017,1,-75,4.999998,0,74.99999,2.034152,1,-79.99999,4.999999,0,80,2.09439,1,-85,4.999999,0,84.99997,2.175367,1,-90,4.999999,0,90.00002,2.280916,1
